SCREEN_ID	SOURCE_ID	SOURCE_TYPE	AUTHOR	SCREEN_NAME	SCORES_SIZE	FULL_SIZE	FULL_SIZE_AVAILABLE	NUMBER_OF_HITS	ANALYSIS	SIGNIFICANCE_INDICATOR	SIGNIFICANCE_CRITERIA	THROUGHPUT	SCREEN_TYPE	SCREEN_FORMAT	EXPERIMENTAL_SETUP	DURATION	CONDITION_NAME	CONDITION_DOSAGE	MOI	LIBRARY	LIBRARY_TYPE	LIBRARY_METHODOLOGY	ENZYME	CELL_LINE	CELL_TYPE	PHENOTYPE	SCORE_COL_COUNT	SCORE.1_TYPE	SCORE.2_TYPE	SCORE.3_TYPE	SCORE.4_TYPE	SCORE.5_TYPE	ORGANISM_ID	ORGANISM_OFFICIAL	NOTES	SOURCE	SCREEN_RATIONALE
725	30971826	pubmed	Behan FM (2019)	35-PMID30971826	17995	17995	Yes	1116	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	CAS-1	Glioblastoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
726	30971826	pubmed	Behan FM (2019)	36-PMID30971826	17995	17995	Yes	1285	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	CHP212	Neuroblastoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
727	30971826	pubmed	Behan FM (2019)	37-PMID30971826	17995	17995	Yes	1395	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	CL-11	Colorectal Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
728	30971826	pubmed	Behan FM (2019)	38-PMID30971826	17995	17995	Yes	1277	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	COLO-205	Colonic Adenocarcinoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
729	30971826	pubmed	Behan FM (2019)	39-PMID30971826	17995	17995	Yes	1686	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	COLO-320-HSR	Colonic Adenocarcinoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
730	30971826	pubmed	Behan FM (2019)	40-PMID30971826	17995	17995	Yes	401	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	Colo-678	Colonic Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
731	30971826	pubmed	Behan FM (2019)	41-PMID30971826	17995	17995	Yes	1471	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	COLO-680N	Esophageal Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
732	30971826	pubmed	Behan FM (2019)	42-PMID30971826	17995	17995	Yes	1600	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	COLO-684	Endometrial Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
733	30971826	pubmed	Behan FM (2019)	43-PMID30971826	17995	17995	Yes	1003	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	COLO-824	Breast Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
734	30971826	pubmed	Behan FM (2019)	44-PMID30971826	17995	17995	Yes	1521	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	COR-L23	Large Cell Lung Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
735	30971826	pubmed	Behan FM (2019)	45-PMID30971826	17995	17995	Yes	1940	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	D-423MG	Glioblastoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
736	30971826	pubmed	Behan FM (2019)	46-PMID30971826	17995	17995	Yes	933	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	D-502MG	Glioblastoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
737	30971826	pubmed	Behan FM (2019)	47-PMID30971826	17995	17995	Yes	1404	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	D-542MG	Glioblastoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
738	30971826	pubmed	Behan FM (2019)	48-PMID30971826	17995	17995	Yes	1529	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	DAN-G	Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
739	30971826	pubmed	Behan FM (2019)	49-PMID30971826	17995	17995	Yes	1258	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	DBTRG-05MG	Glioblastoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
740	30971826	pubmed	Behan FM (2019)	50-PMID30971826	17995	17995	Yes	1607	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	Detroit562	Lymphoma or Leukaemia Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
741	30971826	pubmed	Behan FM (2019)	51-PMID30971826	17995	17995	Yes	1333	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	NICR402 (DiFi)	Colorectal Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
742	30971826	pubmed	Behan FM (2019)	52-PMID30971826	17995	17995	Yes	1438	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	DK-MG	Glioblastoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
743	30971826	pubmed	Behan FM (2019)	53-PMID30971826	17995	17995	Yes	1197	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	DOK	Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
744	30971826	pubmed	Behan FM (2019)	54-PMID30971826	17995	17995	Yes	1668	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	DOV13	Ovarian Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
745	30971826	pubmed	Behan FM (2019)	55-PMID30971826	17995	17995	Yes	1631	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	DU-145	Prostate Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
746	30971826	pubmed	Behan FM (2019)	56-PMID30971826	17995	17995	Yes	1131	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	EBC-1	Lung Squamous Cell Carcinoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
747	30971826	pubmed	Behan FM (2019)	57-PMID30971826	17995	17995	Yes	1594	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	RCB0774 (EC-GI-10)	Esophageal Squamous Cell Carcinoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
748	30971826	pubmed	Behan FM (2019)	58-PMID30971826	17995	17995	Yes	1189	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	EFO-21	Ovary Adenocarcinoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
749	30971826	pubmed	Behan FM (2019)	59-PMID30971826	17995	17995	Yes	1436	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	EFO-27	Ovary Adenocarcinoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
750	30971826	pubmed	Behan FM (2019)	60-PMID30971826	17995	17995	Yes	1152	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	EGI-1	Cholangiocarcinoma Cell	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
751	30971826	pubmed	Behan FM (2019)	61-PMID30971826	17995	17995	Yes	1306	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	EPLC-272H	Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
752	30971826	pubmed	Behan FM (2019)	62-PMID30971826	17995	17995	Yes	1979	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	ES-2	Ovarian Cancer Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
753	30971826	pubmed	Behan FM (2019)	63-PMID30971826	17995	17995	Yes	973	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	ES4	Ewing's Sarcoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
754	30971826	pubmed	Behan FM (2019)	64-PMID30971826	17995	17995	Yes	1698	BAGEL	Score Significance	Score.1 (Bayes Factor) > 0.0	High Throughput	Negative Selection	Pool	Timecourse	14 Days	-	-	~ 0.3	Human CRISPR Library v.1.1	CRISPRn	Knockout	Cas9	ES5	Ewing's Sarcoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	9606	H. sapiens	Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.	BioGRID ORCS	Cell-essential genes
